organization_id,org_name,state,county,counties,place,platform,platform_org_id,likely_school_district,include_in_rollout,notes
,Crosby ISD,TX,Harris County,,,boardbook,1018,True,True,
,Crosby-Ironton ISD #182,MN,Crow Wing County,,,boardbook,1067,True,True,
,Crosbyton CISD,TX,Crosby County,,,boardbook,972,True,True,
,Cross Plains ISD,TX,Callahan County,,,boardbook,2668,True,True,
,Cross Roads Independent School District,TX,Henderson County,,,boardbook,2096,True,True,
,Crosslake Community Schools,MN,Crow Wing County,,,boardbook,978,True,True,
,Crowell ISD,TX,Foard County,,,boardbook,655,True,True,
,Crystal City Independent School District,TX,Zavala County,,,boardbook,1587,True,True,
,Crystal Lake Elementary,IL,McHenry County,,,boardbook,3323,False,False,
,Cuero Independent School District,TX,DeWitt County,,,boardbook,718,True,True,
,Culberson County - Allamoore ISD,TX,Culberson County,,,boardbook,2249,True,True,
,Cumby Collegiate ISD,TX,Hopkins County,,,boardbook,2114,True,True,
,Cushing ISD,TX,Nacogdoches County,,,boardbook,3932,True,True,
,Cypress-Fairbanks ISD,TX,Harris County,,,boardbook,668,True,True,
,D'Hanis Independent School District,TX,Medina County,,,boardbook,990,True,True,
,D.C. Everest Area School District,WI,Marathon County,,,boardbook,1315,True,True,
,Daingerfield-Lone Star ISD,TX,Morris County,,,boardbook,986,True,True,
,Dakota Community Unit District 201,IL,Stephenson County,,,boardbook,1495,False,False,
,Dalhart ISD,TX,Dallam County,,,boardbook,1129,True,True,
,Dallas School District,OR,Polk County,,,boardbook,2353,True,True,
,Damon Independent School District,TX,Brazoria County,,,boardbook,1945,True,True,
,Danbury Independent School District,TX,Brazoria County,,,boardbook,944,True,True,
,Danville CCSD 118,IL,Vermilion County,,,boardbook,1734,False,False,
,Darien Public Schools District #61,IL,DuPage County,,,boardbook,2826,True,True,
,Darlington Community School District,WI,Lafayette County,,,boardbook,1581,True,True,
,Darrouzett ISD,TX,Lipscomb County,,,boardbook,1916,True,True,
,Davis School District,UT,Davis County,,,boardbook,914,True,True,
,Dawson-Boyd Public Schools,MN,Lac qui Parle County,,,boardbook,2573,True,True,
,Dayton Independent School District,TX,Liberty County,,,boardbook,639,True,True,
,Decatur ISD,TX,Wise County,,,boardbook,648,True,True,
,Deer River Schools ISD 317,MN,Itasca County,,,boardbook,2476,True,True,
,Deerfield Public School District 109,IL,Lake County,,,boardbook,1747,True,True,
,DeKalb ISD,TX,Bowie County,,,boardbook,892,True,True,
,Del Valle ISD,TX,Travis County,,,boardbook,675,True,True,
,Delano Public Schools,MN,Wright County,,,boardbook,1338,True,True,
,Dell City Independent School District,TX,Hudspeth County,,,boardbook,1300,True,True,
,Delta College,MI,Bay County,,,boardbook,1632,False,False,
,Demo - Litchfield Community District 12,,,,,boardbook,2625,False,False,
,Denali Borough School District,AK,Denali Borough,,,boardbook,3907,True,True,
,Denison ISD,TX,Grayson County,,,boardbook,774,True,True,
,Denton ISD,TX,Denton County,,,boardbook,949,True,True,
,Denver City Independent School District,TX,Yoakum County,,,boardbook,1942,True,True,
,DeSoto Independent School District,TX,Dallas County,,,boardbook,947,True,True,
,Detroit ISD,TX,Red River County,,,boardbook,1724,True,True,
,Detroit Lakes Public Schools,MN,Becker County,,,boardbook,2364,True,True,
,Devers ISD,TX,Liberty County,,,boardbook,745,True,True,
,Devine ISD,TX,Medina County,,,boardbook,955,True,True,
,Dew ISD,TX,Freestone County,,,boardbook,1865,True,True,
,Deweyville ISD,TX,Newton County,,,boardbook,746,True,True,
,DeWitt Public Schools,MI,Clinton County,,,boardbook,1616,True,True,
,Diamond Lake School District 76,IL,Lake County,,,boardbook,1733,True,True,
,Diboll ISD,TX,Angelina County,,,boardbook,2232,True,True,
,Dickinson Independent School District,TX,Galveston County,,,boardbook,2257,True,True,
,Dickinson-Iron Intermediate School District,MI,Dickinson County,,,boardbook,1100,True,True,
,Dilley Independent School District,TX,Frio County,,,boardbook,852,True,True,
,Dillingham City School District,AK,Dillingham Census Area,,,boardbook,1775,True,True,
,Dime Box ISD,TX,Lee County,,,boardbook,773,True,True,
,Divide County School District,ND,Divide County,,,boardbook,3044,True,True,
,Divide ISD,TX,Kerr County,,,boardbook,2485,True,True,
,Dixon Public Schools #170,IL,Lee County,,,boardbook,1258,True,True,
,Dodge City USD 443,KS,,,,boardbook,3223,True,True,live but NOT in the public BoardBook directory (research pass 2026-07-20; name re-verified from live page title)
,Dolton School District 149,IL,Cook County,,,boardbook,2571,True,True,
,Donna Independent School District,TX,Hidalgo County,,,boardbook,1299,True,True,
,Doss CCSD,TX,Gillespie County,,,boardbook,1354,False,False,
,Douglas County School District,NV,Douglas County,,,boardbook,1502,True,True,
,Douglas Education Service District,OR,Douglas County,,,boardbook,1551,False,False,
,Douglass ISD,TX,Nacogdoches County,,,boardbook,2252,True,True,
,Downers Grove Grade School District 58,IL,DuPage County,,,boardbook,3404,True,True,
,DRIPPING SPRINGS INDEPENDENT SCHOOL DISTRICT,TX,Hays County,,,boardbook,634,True,True,
,Driscoll ISD,TX,Nueces County,,,boardbook,1438,True,True,
,Dublin Independent School District,TX,Erath County,,,boardbook,865,True,True,
,Duchesne County School District,UT,Duchesne County,,,boardbook,1429,True,True,
,Duluth Public Schools,MN,St. Louis County,,,boardbook,963,True,True,
,Dumas Independent School District,TX,Moore County,,,boardbook,1196,True,True,
,Duncanville ISD,TX,Dallas County,,,boardbook,858,True,True,
,Dundee Community Schools,MI,Monroe County,,,boardbook,1093,True,True,
,Dunlap School District 323,IL,Peoria County,,,boardbook,1250,True,True,
,DuPage Area Occupational Education System,IL,DuPage County,,,boardbook,1727,False,False,
,DuPage High School District 88,IL,DuPage County,,,boardbook,1320,True,True,
,Dupo CUSD 196,IL,St. Clair County,,,boardbook,1741,False,False,
,Durand Area Schools,MI,Shiawassee County,,,boardbook,1097,True,True,
,Eagle Mountain-Saginaw ISD,TX,Tarrant County,,,boardbook,1017,True,True,
,Eagle Pass ISD,TX,Maverick County,,,boardbook,2009,True,True,
,Eagle Point School District 9,OR,Jackson County,,,boardbook,1542,True,True,
,Early ISD,TX,Brown County,,,boardbook,2033,True,True,
,East Aurora School District 131,IL,Kane County,,,boardbook,1665,True,True,
,East Chambers ISD,TX,Chambers County,,,boardbook,715,True,True,
,East China School District,MI,St. Clair County,,,boardbook,2609,True,True,
,East Grand Forks Public Schools,MN,Polk County,,,boardbook,1524,True,True,
,East Lansing Public Schools,MI,Ingham County,,,boardbook,1629,True,True,
,East Mississippi Community College,MS,Harrison County,,,boardbook,2651,False,False,
,East Moline School District 37,IL,Rock Island County,,,boardbook,1688,True,True,
,East Mountain High School,NM,Bernalillo County,,,boardbook,2279,True,True,
,Eastern Carver County Schools,MN,Carver County,,,boardbook,1159,True,True,
,Eastern Upper Peninsula Intermediate School District,MI,Chippewa County,,,boardbook,2786,True,True,
,Eastland ISD,TX,Eastland County,,,boardbook,3317,True,True,
,Eastpointe Community Schools,MI,Macomb County,,,boardbook,1944,True,True,
,Eaton RESA,MI,Eaton County,,,boardbook,1639,True,True,
,ECHO Joint Agreement,IL,Cook County,,,boardbook,1749,False,False,
,Ector County Independent School District,TX,Ector County,,,boardbook,1406,True,True,
,Ector ISD,TX,Fannin County,,,boardbook,2492,True,True,
,Edcouch-Elsa ISD,TX,Hidalgo County,,,boardbook,1455,True,True,
,Eddyville Charter School,OR,Lincoln County,,,boardbook,2821,True,True,
,Eden Valley-Watkins Schools,MN,Meeker County,,,boardbook,1816,True,True,
,Edgewood ISD-Bexar County,TX,Bexar County,,,boardbook,844,True,True,
,Edgewood ISD-Van Zandt County,TX,Van Zandt County,,,boardbook,1298,True,True,
,Edina Public Schools,MN,Hennepin County,,,boardbook,2636,True,True,
,Edinburg Community Unit School District #4,IL,Christian County,,,boardbook,1750,True,True,
,Edinburg Consolidated Independent School District,TX,Hidalgo County,,,boardbook,1044,True,True,
,Edna ISD,TX,Jackson County,,,boardbook,1614,True,True,
,Education Service Center Region 13,TX,Travis County,,,boardbook,1949,False,False,
,"Education Service Center, Region 20",TX,Bexar County,,,boardbook,1988,False,False,
,Effingham Community Schools,IL,Effingham County,,,boardbook,1670,True,True,
,El Campo Independent School District,TX,Wharton County,,,boardbook,901,True,True,
,Electra Independent School District,TX,Wichita County,,,boardbook,2552,True,True,
,Elk Rapids Schools,MI,Antrim County,,,boardbook,2387,True,True,
,Elkhart ISD,TX,Anderson County,,,boardbook,1307,True,True,
,Elysian Fields ISD,TX,Harrison County,,,boardbook,2644,True,True,
,Emmons School District 33,IL,Lake County,,,boardbook,3325,True,True,
,Ennis ISD,TX,Ellis County,,,boardbook,862,True,True,
,Era ISD,TX,Cooke County,,,boardbook,846,True,True,
,Española Public Schools District #55,NM,Rio Arriba County,,,boardbook,2123,True,True,
,Estacada School District,OR,Clackamas County,,,boardbook,1566,True,True,
,Estancia Municipal Schools,NM,Torrance County,,,boardbook,2064,True,True,
,Eugene School District 4J,OR,Lane County,,,boardbook,1549,True,True,
,Eureka USD 389,KS,,,,boardbook,2660,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Eustace ISD,TX,Henderson County,,,boardbook,722,True,True,
,Evadale ISD,TX,Jasper County,,,boardbook,2044,True,True,
,Evanston Township High School District 202,IL,Cook County,,,boardbook,1479,True,True,
,Evanston/Skokie School District 65,IL,Cook County,,,boardbook,1247,True,True,
,Evansville Vanderburgh Public Library,IN,Vanderburgh County,,,boardbook,2017,False,False,
,Evant ISD,TX,Coryell County,,,boardbook,1843,True,True,
,Evergreen Park Elementary SD124,IL,Cook County,,,boardbook,1748,False,False,
,Everman ISD,TX,Tarrant County,,,boardbook,1454,True,True,
,Exceptional Learners Collaborative,IL,Lake County,,,boardbook,3314,False,False,
,Ezzell ISD,TX,Lavaca County,,,boardbook,4068,True,True,
,Fabens ISD,TX,El Paso County,,,boardbook,1346,True,True,
,Fairfield ISD,TX,Freestone County,,,boardbook,695,True,True,
,Falls City ISD,TX,Karnes County,,,boardbook,1937,True,True,
,FALLS Education CO-OP,TX,Falls County,,,boardbook,1291,False,False,
,Faribault Public Schools,MN,Rice County,,,boardbook,1125,True,True,
,Farmersville ISD,TX,Collin County,,,boardbook,1008,True,True,
,Farmington Municipal Schools,NM,San Juan County,,,boardbook,1154,True,True,
,Farmington Public Schools,MI,Oakland County,,,boardbook,1087,True,True,
,Fayetteville Independent School District,TX,Fayette County,,,boardbook,1064,True,True,
,FENTON COMMUNITY HIGH SCHOOL DISTRICT 100,IL,DuPage County,,,boardbook,1427,True,True,
,Fern Ridge SD 28J,OR,Lane County,,,boardbook,1535,False,False,
,Ferndale Public Schools,MI,Oakland County,,,boardbook,1323,True,True,
,Ferris ISD,TX,Ellis County,,,boardbook,2326,True,True,
,First 5 LA,CA,Los Angeles County,,,boardbook,2038,False,False,
,First 5 Riverside,CA,Riverside County,,,boardbook,2119,False,False,
,Flat Rock Community Schools,MI,Wayne County,,,boardbook,1609,True,True,
,Flatonia ISD,TX,Fayette County,,,boardbook,1774,True,True,
,Flint Community Schools,MI,Genesee County,,,boardbook,1324,True,True,
,Flinthills USD 492,KS,,,,boardbook,2603,True,True,"live but NOT in the public BoardBook directory (probe sweep 2026-07-20, matched against the validated research list)"
,Floodwood School District #698,MN,St. Louis County,,,boardbook,1132,True,True,
,Florence Independent School District,TX,Williamson County,,,boardbook,677,True,True,
,Floresville ISD,TX,Wilson County,,,boardbook,1706,True,True,
,Flour Bluff Independent School District,TX,Nueces County,,,boardbook,1439,True,True,
,Floydada Collegiate ISD,TX,Floyd County,,,boardbook,2287,True,True,
,Foley ISD 51,MN,Benton County,,,boardbook,1823,True,True,
,Follett ISD,TX,Lipscomb County,,,boardbook,2021,True,True,
,Forest Grove School District,OR,Washington County,,,boardbook,3194,True,True,
,Forest Hills Public Schools,MI,Kent County,,,boardbook,691,True,True,
,Forest Lake Area Schools,MN,Washington County,,,boardbook,1059,True,True,
,Forest Park Schools,MI,Iron County,,,boardbook,4067,True,True,
,Forney ISD,TX,Kaufman County,,,boardbook,637,True,True,
,Forrestville Valley School District 221,IL,Ogle County,,,boardbook,1249,True,True,
,Forsan ISD,TX,Howard County,,,boardbook,834,True,True,
,Fort Bend Independent School District,TX,Fort Bend County,,,boardbook,649,True,True,
,Fort Hancock Independent School District,TX,Hudspeth County,,,boardbook,2300,True,True,
,Fort Sam Houston ISD,TX,Bexar County,,,boardbook,1984,True,True,
,Fort Smith Public Schools,AR,Sebastian County,,,boardbook,1150,True,True,
,Fort Worth ISD,TX,Tarrant County,,,boardbook,733,True,True,
,Four Rivers Special Education District,IL,Morgan County,,,boardbook,2001,False,False,
,Frank Phillips College,TX,Hutchinson County,,,boardbook,2308,False,False,
,Frankfort CUSD 168,IL,Franklin County,,,boardbook,1726,False,False,
,Franklin Community Schools,IN,Johnson County,,,boardbook,3252,True,True,
,Franklin Independent School District,TX,Robertson County,,,boardbook,3218,True,True,
,FRANKSTON ISD,TX,Anderson County,,,boardbook,2208,True,True,
,Fraser Public Schools,MI,Macomb County,,,boardbook,1115,True,True,
,"Frazee-Vergas Public Schools, ISD 23",MN,Becker County,,,boardbook,1088,True,True,
,Frederic School District,WI,Polk County,,,boardbook,2070,True,True,
,Fredericksburg ISD,TX,Gillespie County,,,boardbook,825,True,True,
,Freeland Community School District,MI,Saginaw County,,,boardbook,1317,True,True,
,Freer ISD,TX,Duval County,,,boardbook,1001,True,True,
,Fremont School District No. 79,IL,Lake County,,,boardbook,1732,True,True,
,Fridley Public Schools,MN,Anoka County,,,boardbook,1114,True,True,
,Friendship Public Charter School,DC,,,,boardbook,2126,True,True,
,Friendswood ISD,TX,Galveston County,,,boardbook,3892,True,True,
,Friona ISD,TX,Parmer County,,,boardbook,1262,True,True,
,Frisco ISD,TX,Collin County,,,boardbook,2014,True,True,
,Frost ISD,TX,Navarro County,,,boardbook,2331,True,True,
,Fruitport Community Schools,MI,Muskegon County,,,boardbook,2482,True,True,
,Fruitvale ISD,TX,Van Zandt County,,,boardbook,1938,True,True,
,Gail Borden Public Library District,IL,Kane County,,,boardbook,1426,False,False,
,Gainesville ISD,TX,Cooke County,,,boardbook,2214,True,True,
,Galena City School District,AK,Yukon-Koyukuk Census Area,,,boardbook,2586,True,True,
,Galena Park ISD,TX,Harris County,,,boardbook,1860,True,True,
,Galveston College,TX,Galveston County,,,boardbook,1505,False,False,
,Galveston Independent School District,TX,Galveston County,,,boardbook,1941,True,True,
,Ganado ISD,TX,Jackson County,,,boardbook,2306,True,True,
,Garden City USD 457,KS,,,,boardbook,2712,True,True,live but NOT in the public BoardBook directory (research pass 2026-07-20; name re-verified from live page title)
,Garfield School District,UT,Garfield County,,,boardbook,3241,True,True,
,Garland Independent School District,TX,Dallas County,,,boardbook,1084,True,True,
,Garner ISD,TX,Parker County,,,boardbook,730,True,True,
,Garrison ISD,TX,Nacogdoches County,,,boardbook,2055,True,True,
,Gary ISD,TX,Panola County,,,boardbook,884,True,True,
,Gatesville ISD,TX,Coryell County,,,boardbook,910,True,True,
,Gavin School District 37,IL,Lake County,,,boardbook,1251,True,True,
,Gaylord Community Schools,MI,Otsego County,,,boardbook,913,True,True,
,Geneva CUSD 304,IL,Kane County,,,boardbook,1667,False,False,
,Georgetown ISD,TX,Williamson County,,,boardbook,966,True,True,
,Georgetown-Ridge Farm Unit No.4,IL,Vermilion County,,,boardbook,1731,False,False,
,Giddings ISD,TX,Lee County,,,boardbook,710,True,True,
,Gilmer ISD,TX,Upshur County,,,boardbook,1768,True,True,
,Gladewater Independent School District,TX,Gregg County,,,boardbook,2202,True,True,
